"id","name","countryName"
"RLSW","Regionalliga Südwest","Germany"
"L3","3.Liga","Germany"
"L2","2.Bundesliga","Germany"
"L1","Bundesliga","Germany"
"IT1","Serie A","Italy"
"TR2","1.Lig","Turkey"
"EGY1","Premier League","Egypt"
"RLW3","Regionalliga West","Germany"
"GRP2","G' Ethniki Play-off","Greece"
"GB1","Premier League","England"
"ES1","LaLiga","Spain"
"A1","Bundesliga","Austria"
"IT2","Serie B","Italy"
"TR1","Süper Lig","Turkey"
"RLN4","Regionalliga Nordost","Germany"
"GB2","Championship","England"
"C1","Super League","Switzerland"
"RLB3","Regionalliga Bayern","Germany"
"OLW3","Oberliga Westfalen","Germany"
"FR1","Ligue 1","France"
"SC1","Premiership","Scotland"
"GR2","Football League","Greece"
"IRN3","League 2","Iran"
"BE1","Jupiler Pro League","Belgium"
"C2","Challenge League","Switzerland"
"TS1","Fortuna Liga","Czech Republic"
"OBLB","Oberliga Baden-Württemberg","Germany"
"OLB2","Bayernliga Süd","Germany"
"NO1","Eliteserien","Norway"
"MAZ1","Prva liga","North Macedonia"
"RLN3","Regionalliga Nord","Germany"
"UNG1","NB I.","Hungary"
"PL2L","2 Liga","Poland"
"OBLF","NOFV-Oberliga Nord","Germany"
"OLRP","Oberliga Rheinland-Pfalz/Saar","Germany"
"VLBA","VL Nordbaden","Germany"
"VLSB","VL Südbaden","Germany"
"OBLK","Bremenliga","Germany"
"ISR1","Ligat ha'Al","Israel"
"TR4C","3.Lig Grup 3","Turkey"
"RU1","Premier Liga","Russia"
"GR1","Super League","Greece"
"NL1","Eredivisie","Netherlands"
"NL2","Keuken Kampioen Divisie","Netherlands"
"LNWE","LL Weser-Ems","Germany"
"ES2","LaLiga2","Spain"
"KR1","1.HNL","Croatia"
"TR3A","2.Lig Beyaz","Turkey"
"BU1","Parva Liga","Bulgaria"
"SER1","SuperLiga","Serbia"
"UAE1","UAE Gulf League","United Arab Emirates"
"FR1","Ligue 1","Monaco"
"C2","Challenge League","Liechtenstein"
"PL1","Ekstraklasa","Poland"
"ES3D","2ª B - Grupo IV","Spain"
"TDeA","Liga 1","Peru"
"AR1N","Primera División","Argentina"
"DKMR","Superligaen Championship round","Denmark"
"BRA1","Série A","Brazil"
"UN2","NB II.","Hungary"
"LLM1","LL Mittelr. 1","Germany"
"SK2","II. Liga","Slovakia"
"VLBE","Berlin-Liga","Germany"
"MLS1","MLS","United States"
"KR2","2.HNL","Croatia"
"OLB1","Bayernliga Nord","Germany"
"TUN1","Ligue I Pro","Tunisia"
"GE1N","Crystalbet Erovnuli Liga","Georgia"
"PL2","1 Liga","Poland"
"CIR5","2. Liga Inter - Gr. 5","Switzerland"
"ISR2","Liga Leumit","Israel"
"A2","2. Liga","Austria"
"NO2","OBOS-ligaen","Norway"
"BU2","Vtora Liga","Bulgaria"
"SE1","Allsvenskan","Sweden"
"BOS1","Premijer Liga","Bosnia-Herzegovina"
"GB3","League One","England"
"FR2","Ligue 2","France"
"PO1","Liga NOS","Portugal"
"OBLJ","Oberliga Hamburg","Germany"
"RO1","Liga 1","Romania"
"LBSO","LL Bayern-S/O","Germany"
"LBNO","LL Bayern-N/O","Germany"
"A4ST","LL Steiermark","Austria"
"BRA2","Série B","Brazil"
"RSK1","K League 1","Korea, South"
"ATRM","RL Mitte","Austria"
"CHPR","Promotion League","Switzerland"
"LLSA","Saarlandliga","Germany"
"MAL1","Premier League","Malta"
"IT4I","Serie D - I","Italy"
"UKR1","Premier Liga","Ukraine"
"GB4","League Two","England"
"BE2","Proximus League","Belgium"
"SLO1","Fortuna Liga","Slovakia"
"DK2","NordicBet LIGA","Denmark"
"OBLC","Hessenliga","Germany"
"LIB1","Premier League","Lebanon"
"OBLG","NOFV-Oberliga Süd","Germany"
"OLNI","Oberliga Niederrhein","Germany"
"A4K","Kärntner Liga","Austria"
"ZYP1","First Division","Cyprus"
"VLBW","VL Württemberg","Germany"
"RHL","Rheinlandliga","Germany"
"DKAR","Superligaen Abstiegsr.","Denmark"
"DKDA","2.Division Kvalifikationsspil","Denmark"
"OBLN","OL Niedersachsen","Germany"
"PL34","3 Liga - Group IV","Poland"
"VZ1A","Torneo Apertura","Venezuela"
"ATRW","RL West","Austria"
"BRBL","Brandenburgliga","Germany"
"SFA1","ABSA Premiership","South Africa"
"JAP2","J2 League","Japan"
"JAP1","J1 League","Japan"
"LI1","A Lyga","Lithuania"
"GB1","Premier League","Wales"
"BOS2","Prva liga FBIH","Bosnia-Herzegovina"
"ES3B","2ª B - Grupo II","Spain"
"QSL","Stars League","Qatar"
"LNR1","LL Niederrhein-Gr. 1","Germany"
"ATRO","RL Ost","Austria"
"SE2","Superettan","Sweden"
"SL1","Prva Liga","Slovenia"
"WER1","Vysheyshaya Liga","Belarus"
"LLHM","Landesliga Hammonia","Germany"
"CHC3","1. Liga gr. 3","Switzerland"
"LNBR","LL Braunschweig","Germany"
"SER2","Prva liga","Serbia"
"LLHO","LL Holstein","Germany"
"TS2","FNL","Czech Republic"
"LUX1","BGL Ligue","Luxembourg"
"URU1","Primera División","Uruguay"
"AUS1","A-League","Australia"
"SLI","Sachsenliga","Germany"
"VLW1","Westfalenliga 1","Germany"
"OBLL","Oberliga Schleswig-Holstein","Germany"
"LLL","LL Lüneburg","Germany"
"LBNW","LL Bayern-N/W","Germany"
"IR1","League of Ireland","Northern Ireland"
"VLHM","VL Hessen-Mitte","Germany"
"ARG2","Primera B Nacional","Argentina"
"A4V","Vorarlbergliga","Austria"
"CHC2","1. Liga gr. 2","Switzerland"
"DK3V","2.Division Oprykningsspil","Denmark"
"RO2","Liga 2","Romania"
"VLW2","Westfalenliga 2","Germany"
"BGD1","Bangladesh PL","Bangladesh"
"OLMR","Mittelrheinliga","Germany"
"EST1","Premium Liiga","Estonia"
"MNE1","Telekom 1. CFL","Montenegro"
"FI1","Veikkausliiga","Finland"
"LBSW","Landesliga Bayern Südwest","Germany"
"IS1","Pepsi Max deild","Iceland"
"CLPD","Primera División","Chile"
"IT4B","Serie D - B","Italy"
"NO31","PostNord-ligaen Avd. 1","Norway"
"IRN1","Persian Gulf Pro League","Iran"
"CLO","League One","China"
"FR3","Championnat National","France"
"IT3B","Serie C - B","Italy"
"BEL3","Eerste Amateur","Belgium"
"CNAT","National League","Wales"
"SA1","Professional League","Saudi Arabia"
"WAL1","Premier League","Wales"
"RU2","1.Division","Russia"
"CNAT","National League","England"
"EC1N","LigaPro Serie A","Ecuador"
"MEX1","Liga MX Clausura","Mexico"
"RPLZ","PFL Central","Russia"
"IR1","League of Ireland","Ireland"
"SC2","Championship","Scotland"
"LBMI","LL Bayern-Mitte","Germany"
"FI2","Ykkönen","Finland"
"SIN1","Premier League","Singapore"
"NIR1","Premiership","Northern Ireland"
"IT3A","Serie C - A","Italy"
"LLHA","Landesliga Hansa","Germany"
"VLMV","Verbandsliga MV","Germany"
"CHC1","1. Liga gr. 1","Switzerland"
"LLSL","Landesliga Schleswig","Germany"
"CSL","Super League","China"
"VLHS","Verbandsliga Hes/S","Germany"
"IT4D","Serie D - D","Italy"
"IT3C","Serie C - C","Italy"
"IT4F","Serie D - F","Italy"
"THLI","Thüringenliga","Germany"
"AJ2","A-Junioren Bundesliga West","Germany"
"AJ3","A-Junioren Bundesliga Süd/Südwest","Germany"
"PO2","Ledman Liga Pro","Portugal"
"LLM2","LL Mittelr. 2","Germany"
"TR3B","2.Lig Kirmizi","Turkey"
"ES3A","2ª B - Grupo I","Spain"
"LNR2","LL Niederrhein-Gr. 2","Germany"
"CZ3M","MSFL","Czech Republic"
"CZ3C","CFL","Czech Republic"
"PL32","3 Liga - Group II","Poland"
"LNHA","LL Hannover","Germany"
"KO1","IPKO Superliga","Kosovo"
"FI3B","Kakkonen - Group B","Finland"
"A4S","Salzburger Liga","Austria"
"ALB1","Kategoria Superiore","Albania"
"CIR4","2. Liga Inter - Gr. 4","Switzerland"
"CIR3","2. Liga Inter - Gr. 3","Switzerland"
"MAR1","Botola Pro","Morocco"
"A4N","LL Niederösterreich","Austria"
"VLSA","VL Sachsen-Anhalt","Germany"
"VLSW","VL Südwest","Germany"
"A4O","OÖ Liga","Austria"
"IT4E","Serie D - E","Italy"
"IT4G","Serie D - G","Italy"
"JGD2","ÖFB Jugendliga U18","Austria"
"SE3N","Division 1 Norra","Sweden"
"GB2","Championship","Wales"
"SE3S","Division 1 Södra","Sweden"
"TR4B","3.Lig Grup 2","Turkey"
"VFVA","2de Amateurs VFV A","Belgium"
"COLP","Liga Águila I","Colombia"
"CO2T","Torneo Águila","Colombia"
"A5W","2. Landesliga Wien","Austria"
"CIR6","2. Liga Inter - Gr. 6","Switzerland"
"ES3C","2ª B - Grupo III","Spain"
"SL2","Druga Liga","Slovenia"
"MO1N","Divizia Nationala","Moldova"
"AJ1","A-Junioren Bundesliga Nord/Nordost","Germany"
"NO32","PostNord-ligaen Avd. 2","Norway"
"SC4","League Two","Scotland"
"RSK2","K League 2","Korea, South"
"PDV1","Primera Div. Clausura","Costa Rica"
"RPLS","PFL South","Russia"
"RPLU","PFL Ural-Povolzje","Russia"
"BE2A","Proximus League Abst.","Belgium"
"PER2","Liga 2","Peru"
"PL31","3 Liga - Group I","Poland"
"LET1","Virsliga","Latvia"
"SC3","League One","Scotland"
"SC4","League Two","England"
"NLHB","Hoofdklasse B","Netherlands"
510,"Derde Divisie Saturday","Netherlands"
"NLAJ","U19 Eredivisie","Netherlands"
"NTD","Second Division","Netherlands"
"A4W","Wiener Stadtliga","Austria"
511,"Derde Divisie Sunday","Netherlands"
"ACFF","2de Amateurs ACFF A","Belgium"
"VFVB","2de Amateurs VFV B","Belgium"
"TR4A","3.Lig Grup 1","Turkey"
"UNLA","UEFA Nations League A","Germany"
"UNLA","UEFA Nations League A","England"
"UNLA","UEFA Nations League A","Portugal"
"UNLA","UEFA Nations League A","Spain"
"UNLA","UEFA Nations League A","Italy"
"UNLA","UEFA Nations League A","France"
"UNLC","UEFA Nations League C","Greece"
"UNLA","UEFA Nations League A","Netherlands"
"UNLC","UEFA Nations League C","Scotland"
"UNLB","UEFA Nations League B","Turkey"
"UNLA","UEFA Nations League A","Belgium"
"UNLB","UEFA Nations League B","Austria"
"UNLA","UEFA Nations League A","Switzerland"
"UNLC","UEFA Nations League C","Bulgaria"
"AM19","AFC Asian Cup 2019","Australia"
"C19A","","Japan"
"UNLB","UEFA Nations League B","Denmark"
"C19A","","Argentina"
"UNLC","UEFA Nations League C","Serbia"
"C19A","","Brazil"
"UNLC","UEFA Nations League C","Norway"
"UNLA","UEFA Nations League A","Poland"
"UNLC","UEFA Nations League C","Finland"
"WM18","World Cup 2018","Nigeria"
"UNLB","UEFA Nations League B","Czech Republic"
"UNLB","UEFA Nations League B","Bosnia-Herzegovina"
"UNLC","UEFA Nations League C","Romania"
"UNLB","UEFA Nations League B","Russia"
"C19A","","Uruguay"
"UNLD","UEFA Nations League D","Belarus"
"NIR2","Championship","Northern Ireland"
"UNLC","UEFA Nations League C","Hungary"
"WM18","World Cup 2018","Senegal"
"UNLB","UEFA Nations League B","Slovakia"
"C19A","","Venezuela"
"GC19","Gold Cup 2019","United States"
"UNLB","UEFA Nations League B","Ireland"
"GC19","Gold Cup 2019","Canada"
"UNLD","UEFA Nations League D","Latvia"
"UNLA","UEFA Nations League A","Croatia"
"UNLB","UEFA Nations League B","Sweden"
"AM19","AFC Asian Cup 2019","Iraq"
"UNLC","UEFA Nations League C","Albania"
"AM19","AFC Asian Cup 2019","Uzbekistan"
"ALG1","Ligue Professionnelle 1","Algeria"
"UNLA","UEFA Nations League A","Iceland"
"WM18","World Cup 2018","Morocco"
"GC19","Gold Cup 2019","Panama"
"UNLD","UEFA Nations League D","Luxembourg"
"C19A","","Paraguay"
"AM19","AFC Asian Cup 2019","Iran"
"C19A","","Peru"
"AM19","AFC Asian Cup 2019","Lebanon"
"UNLD","UEFA Nations League D","Malta"
"UNLC","UEFA Nations League C","Slovenia"
"OA19","","Korea, South"
"GC19","Gold Cup 2019","Honduras"
"WAL2","Cymru Alliance League","Wales"
"UNLC","UEFA Nations League C","Cyprus"
"UNLD","UEFA Nations League D","Georgia"
"WM18","World Cup 2018","Tunisia"
"GC19","Gold Cup 2019","Jamaica"
"WM18","World Cup 2018","Egypt"
"UNLB","UEFA Nations League B","Ukraine"
"C19A","","Chile"
"GB4","League Two","Wales"
"UZ1","Superliga","Uzbekistan"
"FI3A","Kakkonen - Group A","Finland"
"FI4L","Kolmonen Itä-Suomi","Finland"
"AM19","AFC Asian Cup 2019","Saudi Arabia"
"GC19","Gold Cup 2019","Cuba"
"C19A","","Colombia"
"U219","","Germany"
"IS2","Inkasso-deildin","Iceland"
"UNLC","UEFA Nations League C","Lithuania"
"UNLB","UEFA Nations League B","Wales"
"BH2S","Prva Liga RS","Bosnia-Herzegovina"
"LUX2","Ehrenpromotion","Luxembourg"
"IR2","First Division","Ireland"
"AM19","AFC Asian Cup 2019","Kyrgyzstan"
"GR20","Super League K19","Greece"
"MLS1","MLS","Canada"
"IT4H","Serie D - H","Italy"
"IT4C","Serie D - C","Italy"
"USL","USLC","United States"
"IT4A","Serie D - A","Italy"
"NPSE","NPSL South - Southeast","United States"
"A4B","Burgenlandliga","Austria"
"NIR3","Intermedia","Northern Ireland"
"A4T","Tiroler Liga","Austria"
"UKR2","Persha Liha","Ukraine"
"T211","U21 Süper Lig","Turkey"
"NLAE","U19 Eerste Divisie","Netherlands"
"LLHB","Landesliga Bremen","Germany"
"VLHN","VL Hessen/N","Germany"
"ARM1","Bardsragujn chumb","Armenia"
"PL33","3 Liga - Group III","Poland"
"MNE2","Druga Liga","Montenegro"
"AM19","AFC Asian Cup 2019","United Arab Emirates"
"UNLD","UEFA Nations League D","North Macedonia"
"C19A","","Bolivia"
"GB18","U18 Premier League","England"
"IJ2A","Primavera 2a","Italy"
"CIR6","2. Liga Inter - Gr. 6","Liechtenstein"
"IJ1","Primavera 1","Italy"
"CIR1","2. Liga Inter - Gr. 1","Switzerland"
"CH18","Swiss U18 Elite League","Switzerland"
"UNLC","UEFA Nations League C","Israel"
"OA19","","China"
"BI19","Premijer Liga BiH U19","Bosnia-Herzegovina"
"IJ2B","Primavera 2b","Italy"
"UNLD","UEFA Nations League D","Liechtenstein"
"UNLB","UEFA Nations League B","Northern Ireland"
"AFFC","AFF Championship","Thailand"
"SU20","U20 Elite League","Germany"
"U19Q","UEFA EURO U19 Championship Qualifiers","Germany"
"C19A","","Ecuador"
"IRN2","Azadegan League","Iran"
"RUJL","Youth Premier Liga","Russia"
"UNLD","UEFA Nations League D","Moldova"
"UNLC","UEFA Nations League C","Estonia"
"UNLD","UEFA Nations League D","Armenia"
"GC19","Gold Cup 2019","Mexico"
"RPLW","PFL West","Russia"
"MEX2","Ascenso MX Clausura","Mexico"
"VIE1","V.League 1","Vietnam"
"THA1","Thai League","Thailand"
"A5NW","2. LL NÖ West","Austria"
"CIR2","2. Liga Inter - Gr. 2","Switzerland"
"MAL2","First Division","Malta"
"GC19","Gold Cup 2019","Trinidad and Tobago"
"AM19","AFC Asian Cup 2019","Bahrain"
"U20F","","Brazil"
"TDV","Viareggio Cup","China"
"S21S","U21 Allsvenskan Södra","Sweden"
"JUS%C3%96","U19 Allsvenskan Södra","Sweden"
"JUNO","U19 Allsvenskan Norra","Sweden"
"AZ1","Premyer Liqasi","Azerbaijan"
"AUS1","A-League","New Zealand"
"GC19","Gold Cup 2019","Costa Rica"
"NLVB","Preliminary round U17 Eredivisie","Netherlands"
"NLBB","Beloften Eerste Divisie","Netherlands"
"CHL3","League Two North","China"
"UNLD","UEFA Nations League D","Azerbaijan"
"LET2","1.Liga","Latvia"
"AFFC","AFF Championship","Vietnam"
"NZL1","New Zealand Premiership","New Zealand"
"DKDL","U19 Boys League","Denmark"
"NLBE","Beloften Eredivisie","Netherlands"
"UNLD","UEFA Nations League D","Kazakhstan"
"UNLD","UEFA Nations League D","Faroe Island"
"GB21","Premier League 2","England"
"U219","","Belgium"
"U219","","Austria"
"U219","","France"
"U219","","Poland"
"U219","","England"
"U219","","Serbia"
"U219","","Spain"
"CHC3","1. Liga gr. 3","Liechtenstein"
"IT4D","Serie D - D","San Marino"
"KAS1","Premier Liga","Kazakhstan"
"A5NO","2. LL NÖ Ost","Austria"
"UNLD","UEFA Nations League D","San Marino"
"FARO","Betri-deildin","Faroe Island"
"UNLD","UEFA Nations League D","Andorra"
"CSSF","Camp. Sammarinese II","San Marino"
"AG18","Asian Games 2018","Qatar"
"U17Q","UEFA European Under-17 Championship qualification","France"
"AND1","Primera Divisió","Andorra"
"AA17","","Netherlands"
"FI3C","Kakkonen - Group C","Finland"
"U20F","","Argentina"
"U219","","Croatia"
"C208","CONCACAF U-20 Championship 2018","United States"
"U219","","Italy"
"UNLC","UEFA Nations League C","Montenegro"
"RPLO","PFL Ost","Russia"
"AA17","","Spain"
"U19Q","UEFA EURO U19 Championship Qualifiers","Austria"
"U19Q","UEFA EURO U19 Championship Qualifiers","Spain"
"A5S","1. Landesliga Salzburg","Austria"
"CZ19","1. Dorostenecká liga","Czech Republic"
"IN1L","Liga 1","Indonesia"
"AM19","AFC Asian Cup 2019","Syria"
"GC19","Gold Cup 2019","El Salvador"
"AM19","AFC Asian Cup 2019","India"
"AFFC","AFF Championship","Indonesia"
"FIJ1","Premier League","Fiji"
"INIL","I-League","India"
"GC19","Gold Cup 2019","Haiti"
"C19A","","Qatar"
"AM19","AFC Asian Cup 2019","Oman"
"CNLQ","CONCACAF Nations League Qualifikation","Grenada"
"AM19","AFC Asian Cup 2019","Turkmenistan"
"SIN1","Premier League","Brunei Darussalam"
"DKDD","U19 Boys Division","Denmark"
"GB18","U18 Premier League","Wales"
"PLZJ","Youth League","Poland"
"CNLQ","CONCACAF Nations League Qualifikation","Dominican Republic"
"AFFC","AFF Championship","Philippines"
"GC19","Gold Cup 2019","Nicaragua"
"AFFC","AFF Championship","Singapore"
"CNLQ","CONCACAF Nations League Qualifikation","Suriname"
"AM19","AFC Asian Cup 2019","Korea, North"
"CH17","Swiss U17 Elite League","Liechtenstein"
"FJE","A-Pojat SM Sarja Endrunde","Finland"
"GC19","Gold Cup 2019","Bermuda"
"GC19","Gold Cup 2019","Guyana"
"AM19","AFC Asian Cup 2019","Jordan"
"AFFC","AFF Championship","Malaysia"
"MYS1","Super League","Malaysia"
"CNLQ","CONCACAF Nations League Qualifikation","Bahamas"
"CNLQ","CONCACAF Nations League Qualifikation","Belize"
"AM19","AFC Asian Cup 2019","Yemen"
"HGKG","Hong Kong PL","Hongkong"
"OA19","","Hongkong"
"JAP3","J3 League","Japan"
"CNLQ","CONCACAF Nations League Qualifikation","Antigua and Barbuda"
"CNLQ","CONCACAF Nations League Qualifikation","Barbados"
"CNLQ","CONCACAF Nations League Qualifikation","Dominica"
"AFFC","AFF Championship","Cambodia"
"U19Q","UEFA EURO U19 Championship Qualifiers","Poland"
"SU20","U20 Elite League","Poland"
"U19Q","UEFA EURO U19 Championship Qualifiers","Belgium"
"U19Q","UEFA EURO U19 Championship Qualifiers","Netherlands"
"SU20","U20 Elite League","Netherlands"
"U19Q","UEFA EURO U19 Championship Qualifiers","Portugal"
"SU20","U20 Elite League","Portugal"
"AFFC","AFF Championship","Myanmar"
"AFFC","AFF Championship","Laos"
"U219","","Denmark"
"SU20","U20 Elite League","Switzerland"
"U219","","Romania"
"NPLO","NPSL South - Lonestar","United States"
"USC3","USL1","United States"
